,model1,model2,media,mro_model1,mro_model2,cip,mip,costless_mip,pc,gyd
5540,GCF_001423745.1.RAST.fbamodel,GCF_001424345.1.RAST.fbamodel,R2A_edition_003,0.91429 (32/35),0.76190 (32/42),20,17,4,0.8088131011709432,0.052473573838827864
5541,GCF_001423745.1.RAST.fbamodel,GCF_001424025.1.RAST.fbamodel,R2A_edition_003,0.74286 (26/35),0.72222 (26/36),25,23,7,0.7295493194424285,0.6486187146199499
5542,GCF_001423745.1.RAST.fbamodel,GCF_001425485.1.RAST.fbamodel,R2A_edition_003,0.74286 (26/35),0.78788 (26/33),20,21,4,0.8190429728180051,0.6452669645356285
5543,GCF_001423745.1.RAST.fbamodel,GCF_001421885.1.RAST.fbamodel,R2A_edition_003,0.80000 (28/35),0.70000 (28/40),27,24,5,0.7968559673964413,0.4184754555721786
5544,GCF_001423745.1.RAST.fbamodel,GCF_001422495.1.RAST.fbamodel,R2A_edition_003,0.85714 (30/35),0.81081 (30/37),23,22,5,0.7760246597790994,0.8688665163202006
5545,GCF_001423745.1.RAST.fbamodel,GCF_001425605.1.RAST.fbamodel,R2A_edition_003,0.77143 (27/35),0.81818 (27/33),26,28,7,0.7909722552900809,0.05729850766237856
5546,GCF_001423745.1.RAST.fbamodel,GCF_001421915.1.RAST.fbamodel,R2A_edition_003,0.80000 (28/35),0.80000 (28/35),21,19,4,0.6376233612225107,0.364082424620673
5547,GCF_001423745.1.RAST.fbamodel,GCF_001422345.1.RAST.fbamodel,R2A_edition_003,0.88571 (31/35),0.72093 (31/43),28,25,6,0.866231394656169,1.8501256908307155
5548,GCF_001423745.1.RAST.fbamodel,GCF_001424595.1.RAST.fbamodel,R2A_edition_003,0.74286 (26/35),0.81250 (26/32),22,17,1,0.8007909789794169,0.06804842657084392
5549,GCF_001423745.1.RAST.fbamodel,GCF_001425445.1.RAST.fbamodel,R2A_edition_003,0.77143 (27/35),0.75000 (27/36),22,22,4,0.8824213607133311,0.627975612718864
5550,GCF_001423745.1.RAST.fbamodel,GCF_001421605.1.RAST.fbamodel,R2A_edition_003,0.85714 (30/35),0.83333 (30/36),23,23,7,0.8255837728235776,0.5221132756491537
5551,GCF_001423745.1.RAST.fbamodel,GCF_001422525.1.RAST.fbamodel,R2A_edition_003,0.82857 (29/35),0.69048 (29/42),26,21,5,0.8092345859516008,0.17866254068663648
5552,GCF_001423745.1.RAST.fbamodel,GCF_001421315.1.RAST.fbamodel,R2A_edition_003,0.85714 (30/35),0.88235 (30/34),21,14,1,0.805339162547396,0.24954676768819353
5553,GCF_001423745.1.RAST.fbamodel,GCF_916858655.1.RAST.fbamodel,R2A_edition_003,0.74286 (26/35),0.66667 (26/39),20,23,7,0.801089776908595,0.47178023088289966
5554,GCF_001423745.1.RAST.fbamodel,GCF_001422605.1.RAST.fbamodel,R2A_edition_003,0.77143 (27/35),0.75000 (27/36),33,24,4,0.6578271774953703,0.7293128277788338
5555,GCF_001423745.1.RAST.fbamodel,GCF_001423805.1.RAST.fbamodel,R2A_edition_003,0.77143 (27/35),0.75000 (27/36),23,20,3,0.8571085844812094,0.06250102279923668
5556,GCF_001423745.1.RAST.fbamodel,GCF_001424605.1.RAST.fbamodel,R2A_edition_003,0.82857 (29/35),0.82857 (29/35),20,24,4,0.8340727251292068,0.06041828427837499
5557,GCF_001423745.1.RAST.fbamodel,GCF_001422895.1.RAST.fbamodel,R2A_edition_003,0.88571 (31/35),0.72093 (31/43),25,23,6,0.8662303552314474,1.8501146382758427
5558,GCF_001423745.1.RAST.fbamodel,GCF_001424585.1.RAST.fbamodel,R2A_edition_003,0.74286 (26/35),0.60465 (26/43),24,21,4,0.8295482916087695,0.8790251740320247
5559,GCF_001423745.1.RAST.fbamodel,GCF_001425965.1.RAST.fbamodel,R2A_edition_003,0.85714 (30/35),0.88235 (30/34),20,20,4,0.8133879366558565,0.25465063427137447
5560,GCF_001423745.1.RAST.fbamodel,GCF_003627215.1.RAST.fbamodel,R2A_edition_003,0.77143 (27/35),0.69231 (27/39),24,27,7,0.7974611804782897,0.5685917599404114
5561,GCF_001423745.1.RAST.fbamodel,GCF_001421745.1.RAST.fbamodel,R2A_edition_003,0.77143 (27/35),0.65854 (27/41),22,21,7,0.7890956296638484,0.6603167334197905
5562,GCF_001423745.1.RAST.fbamodel,GCF_001421325.1.RAST.fbamodel,R2A_edition_003,0.77143 (27/35),0.67500 (27/40),21,17,3,0.8361968160677393,0.5987130049123246
5563,GCF_001423745.1.RAST.fbamodel,GCF_001425985.1.RAST.fbamodel,R2A_edition_003,0.77143 (27/35),0.72973 (27/37),24,24,3,0.8369075982734321,0.7469582858322082
5564,GCF_001423745.1.RAST.fbamodel,GCF_001423045.1.RAST.fbamodel,R2A_edition_003,0.85714 (30/35),0.83333 (30/36),24,19,6,0.8096511144594415,0.4373618955085125
5565,GCF_001423745.1.RAST.fbamodel,GCF_001425425.1.RAST.fbamodel,R2A_edition_003,0.74286 (26/35),0.63415 (26/41),24,29,6,0.7789378224707864,0.39451161250671146
5566,GCF_001423745.1.RAST.fbamodel,GCF_001421405.1.RAST.fbamodel,R2A_edition_003,0.85714 (30/35),0.81081 (30/37),24,20,4,0.7760246597791015,0.8688665163210493
5567,GCF_001423745.1.RAST.fbamodel,GCF_001423135.1.RAST.fbamodel,R2A_edition_003,0.85714 (30/35),0.78947 (30/38),23,24,6,0.8255963341330118,0.15978519398291882
5568,GCF_001423745.1.RAST.fbamodel,GCF_001424705.1.RAST.fbamodel,R2A_edition_003,0.82857 (29/35),0.67442 (29/43),22,22,5,0.8825248405382267,0.996463952115672
5569,GCF_001423745.1.RAST.fbamodel,GCF_001424715.1.RAST.fbamodel,R2A_edition_003,0.82857 (29/35),0.80556 (29/36),21,18,5,0.7680789177970138,0.016493650771395186
5570,GCF_001423745.1.RAST.fbamodel,GCF_001424385.1.RAST.fbamodel,R2A_edition_003,0.77143 (27/35),0.79412 (27/34),23,15,3,0.8007918329866054,0.046251259042033054
5571,GCF_001423745.1.RAST.fbamodel,GCF_001424755.1.RAST.fbamodel,R2A_edition_003,0.80000 (28/35),0.73684 (28/38),19,19,4,0.8226854198955421,0.5195813607116441
5572,GCF_001423745.1.RAST.fbamodel,GCF_001423055.1.RAST.fbamodel,R2A_edition_003,0.82857 (29/35),0.78378 (29/37),23,22,6,0.7941700906122117,0.08105712231984806
5573,GCF_001423745.1.RAST.fbamodel,GCF_001426195.1.RAST.fbamodel,R2A_edition_003,0.77143 (27/35),0.72973 (27/37),22,23,5,0.7943700290668902,0.5370309700583977
5574,GCF_001423745.1.RAST.fbamodel,GCF_001426225.1.RAST.fbamodel,R2A_edition_003,0.80000 (28/35),0.68293 (28/41),19,21,5,0.6687514841221041,0.1100116325955985
5575,GCF_001423745.1.RAST.fbamodel,GCF_001423365.1.RAST.fbamodel,R2A_edition_003,0.74286 (26/35),0.63415 (26/41),19,27,5,0.815242032788005,0.6390157221942278
5576,GCF_001423745.1.RAST.fbamodel,GCF_003258395.1.RAST.fbamodel,R2A_edition_003,0.80000 (28/35),0.73684 (28/38),24,29,7,0.7972349538334264,0.5679304652500659
5577,GCF_001423745.1.RAST.fbamodel,GCF_001421535.1.RAST.fbamodel,R2A_edition_003,0.82857 (29/35),0.74359 (29/39),26,22,8,0.8439068853238204,0.182276315185752
5578,GCF_001423745.1.RAST.fbamodel,GCF_001421665.1.RAST.fbamodel,R2A_edition_003,0.77143 (27/35),0.72973 (27/37),24,21,4,0.7933626054981682,0.5851752478172833
5579,GCF_001423745.1.RAST.fbamodel,GCF_001422405.1.RAST.fbamodel,R2A_edition_003,0.68571 (24/35),0.80000 (24/30),26,23,6,0.7312372924310773,0.16804455057502865
5580,GCF_001423745.1.RAST.fbamodel,GCF_001421285.1.RAST.fbamodel,R2A_edition_003,0.85714 (30/35),0.69767 (30/43),25,21,5,0.7882446537339021,0.2518739694563075
5581,GCF_001423745.1.RAST.fbamodel,GCF_001425565.1.RAST.fbamodel,R2A_edition_003,0.71429 (25/35),0.62500 (25/40),24,23,6,0.8956937380684392,0.03157016441030563
5582,GCF_001423745.1.RAST.fbamodel,GCF_001423085.1.RAST.fbamodel,R2A_edition_003,0.80000 (28/35),0.66667 (28/42),22,21,4,0.8758762842776238,0.009155793077095738
5583,GCF_001423745.1.RAST.fbamodel,GCF_001423585.1.RAST.fbamodel,R2A_edition_003,0.74286 (26/35),0.74286 (26/35),23,20,3,0.8891379089276048,0.6267259698980596
5584,GCF_001423745.1.RAST.fbamodel,GCF_001422685.1.RAST.fbamodel,R2A_edition_003,0.82857 (29/35),0.85294 (29/34),22,25,7,0.8378696726200741,0.3034067313623981
5585,GCF_001423745.1.RAST.fbamodel,GCF_916858675.1.RAST.fbamodel,R2A_edition_003,0.82857 (29/35),0.69048 (29/42),22,19,2,0.8190718100903231,0.6029232037251383
5586,GCF_001423745.1.RAST.fbamodel,GCF_001423005.1.RAST.fbamodel,R2A_edition_003,0.85714 (30/35),0.81081 (30/37),24,22,3,0.809594687250914,0.06966834431391647
5587,GCF_001423745.1.RAST.fbamodel,GCF_920984735.1.RAST.fbamodel,R2A_edition_003,0.74286 (26/35),0.66667 (26/39),24,19,3,0.8618868231779324,0.8838098262672024
5588,GCF_001423745.1.RAST.fbamodel,GCF_001423485.1.RAST.fbamodel,R2A_edition_003,0.68571 (24/35),0.80000 (24/30),23,22,4,0.8158604577579369,0.08729751806099986
5589,GCF_001423745.1.RAST.fbamodel,GCF_920984695.1.RAST.fbamodel,R2A_edition_003,0.71429 (25/35),0.62500 (25/40),26,17,4,0.7188493431143315,0.17741501426865125
5590,GCF_001423745.1.RAST.fbamodel,GCF_001422455.1.RAST.fbamodel,R2A_edition_003,0.80000 (28/35),0.66667 (28/42),21,21,5,0.7753492103091801,0.6736724599499587
5591,GCF_001423745.1.RAST.fbamodel,GCF_001422775.1.RAST.fbamodel,R2A_edition_003,0.80000 (28/35),0.70000 (28/40),23,18,6,0.8277940743884848,0.3865065327949005
5592,GCF_001423745.1.RAST.fbamodel,GCF_001421995.1.RAST.fbamodel,R2A_edition_003,0.80000 (28/35),0.62222 (28/45),24,23,6,0.833585681572607,0.13587047596261123
5593,GCF_001424325.1.RAST.fbamodel,GCF_001423765.1.RAST.fbamodel,R2A_edition_003,0.75758 (25/33),0.71429 (25/35),15,19,4,0.7434359031759785,0.09088765905182936
5594,GCF_001424325.1.RAST.fbamodel,GCF_001421765.1.RAST.fbamodel,R2A_edition_003,0.84848 (28/33),0.75676 (28/37),15,16,3,0.7690275646814064,0.1612129586133227
5595,GCF_001424325.1.RAST.fbamodel,GCF_001424105.1.RAST.fbamodel,R2A_edition_003,0.63636 (21/33),0.63636 (21/33),15,20,3,0.729082243922466,0.0805270839793757
5596,GCF_001424325.1.RAST.fbamodel,GCF_001422735.1.RAST.fbamodel,R2A_edition_003,0.72727 (24/33),0.70588 (24/34),16,17,4,0.7700221304250106,0.12068197407213015
5597,GCF_001424325.1.RAST.fbamodel,GCF_001424085.1.RAST.fbamodel,R2A_edition_003,0.81818 (27/33),0.84375 (27/32),15,19,3,0.8333377217775546,0.701625670010809
5598,GCF_001424325.1.RAST.fbamodel,GCF_001425405.1.RAST.fbamodel,R2A_edition_003,0.75758 (25/33),0.65789 (25/38),15,17,2,0.7700079600088852,0.003673521562785069
5599,GCF_001424325.1.RAST.fbamodel,GCF_001423605.1.RAST.fbamodel,R2A_edition_003,0.72727 (24/33),0.68571 (24/35),20,20,3,0.6610745435368155,0.399951217232331
5600,GCF_001424325.1.RAST.fbamodel,GCF_001422545.1.RAST.fbamodel,R2A_edition_003,0.81818 (27/33),0.65854 (27/41),15,21,2,0.8332713286145191,0.13821863289643768
5601,GCF_001424325.1.RAST.fbamodel,GCF_001421505.1.RAST.fbamodel,R2A_edition_003,0.78788 (26/33),0.66667 (26/39),14,21,6,0.8095668551706979,0.025859198828541183
5602,GCF_001424325.1.RAST.fbamodel,GCF_001423905.1.RAST.fbamodel,R2A_edition_003,0.66667 (22/33),0.62857 (22/35),18,20,3,0.7858691070063707,0.7278922494625848
5603,GCF_001424325.1.RAST.fbamodel,GCF_001425495.1.RAST.fbamodel,R2A_edition_003,0.69697 (23/33),0.57500 (23/40),18,29,6,0.8343015138039015,0.15821484303529204
5604,GCF_001424325.1.RAST.fbamodel,GCF_001421425.1.RAST.fbamodel,R2A_edition_003,0.66667 (22/33),0.57895 (22/38),21,24,4,0.6271706008586695,0.026454281758496023
5605,GCF_001424325.1.RAST.fbamodel,GCF_001421945.1.RAST.fbamodel,R2A_edition_003,0.84848 (28/33),0.73684 (28/38),13,17,4,0.7744890281279646,0.011536939876379495
5606,GCF_001424325.1.RAST.fbamodel,GCF_920939515.1.RAST.fbamodel,R2A_edition_003,0.81818 (27/33),0.72973 (27/37),15,22,4,0.8083897572786191,0.05916142483629389
5607,GCF_001424325.1.RAST.fbamodel,GCF_001423155.1.RAST.fbamodel,R2A_edition_003,0.63636 (21/33),0.55263 (21/38),17,22,3,0.6691518364596107,0.6860461780413099
5608,GCF_001424325.1.RAST.fbamodel,GCF_001423325.1.RAST.fbamodel,R2A_edition_003,0.69697 (23/33),0.58974 (23/39),17,23,4,0.8438932599025897,1.0914148356091624
5609,GCF_001424325.1.RAST.fbamodel,GCF_001422725.1.RAST.fbamodel,R2A_edition_003,0.60606 (20/33),0.68966 (20/29),17,21,3,0.8140585768784159,0.0839823915480402
5610,GCF_001424325.1.RAST.fbamodel,GCF_001421585.1.RAST.fbamodel,R2A_edition_003,0.72727 (24/33),0.51064 (24/47),19,18,4,0.8003820393295854,1.0940239355222277
5611,GCF_001424325.1.RAST.fbamodel,GCF_920939495.1.RAST.fbamodel,R2A_edition_003,0.69697 (23/33),0.60526 (23/38),18,19,1,0.7974388537466386,0.48838578372409264
5612,GCF_001424325.1.RAST.fbamodel,GCF_001424145.1.RAST.fbamodel,R2A_edition_003,0.63636 (21/33),0.63636 (21/33),16,23,5,0.7298690204098413,0.09188460347457647
5613,GCF_001424325.1.RAST.fbamodel,GCF_920984725.1.RAST.fbamodel,R2A_edition_003,0.69697 (23/33),0.62162 (23/37),17,23,4,0.8399768555960937,0.8208573607454233
5614,GCF_001424325.1.RAST.fbamodel,GCF_001424265.1.RAST.fbamodel,R2A_edition_003,0.66667 (22/33),0.62857 (22/35),18,23,5,0.8461828628176474,0.2841742767900208
5615,GCF_001424325.1.RAST.fbamodel,GCF_001423185.1.RAST.fbamodel,R2A_edition_003,0.75758 (25/33),0.73529 (25/34),19,24,4,0.8380061642673862,0.28730979596513856
5616,GCF_001424325.1.RAST.fbamodel,GCF_001423925.1.RAST.fbamodel,R2A_edition_003,0.66667 (22/33),0.62857 (22/35),17,18,4,0.7887712804966611,0.5049493279830066
5617,GCF_001424325.1.RAST.fbamodel,GCF_920939475.1.RAST.fbamodel,R2A_edition_003,0.84848 (28/33),0.75676 (28/37),17,21,4,0.755006703153728,0.02712375500863281
5618,GCF_001424325.1.RAST.fbamodel,GCF_001421165.1.RAST.fbamodel,R2A_edition_003,0.75758 (25/33),0.65789 (25/38),15,22,1,0.7602094654636148,0.4819477975299085
5619,GCF_001424325.1.RAST.fbamodel,GCF_001426125.1.RAST.fbamodel,R2A_edition_003,0.75758 (25/33),0.73529 (25/34),21,23,5,0.5994667294517801,0.04255583198102204
5620,GCF_001424325.1.RAST.fbamodel,GCF_001422025.1.RAST.fbamodel,R2A_edition_003,0.63636 (21/33),0.65625 (21/32),18,20,5,0.6779187317965154,0.9166914227599616
5621,GCF_001424325.1.RAST.fbamodel,GCF_001422145.1.RAST.fbamodel,R2A_edition_003,0.84848 (28/33),0.70000 (28/40),17,26,4,0.7750655354865541,0.673025360902123
5622,GCF_001424325.1.RAST.fbamodel,GCF_001421355.1.RAST.fbamodel,R2A_edition_003,0.72727 (24/33),0.54545 (24/44),20,18,2,0.7980452554523031,1.0147771576433784
5623,GCF_001424325.1.RAST.fbamodel,GCF_001421845.1.RAST.fbamodel,R2A_edition_003,0.75758 (25/33),0.71429 (25/35),16,22,5,0.8083893655892946,0.06189596196155212
5624,GCF_001424325.1.RAST.fbamodel,GCF_001422245.1.RAST.fbamodel,R2A_edition_003,0.81818 (27/33),0.77143 (27/35),20,25,6,0.7213224835321921,0.09716590888244159
5625,GCF_001424325.1.RAST.fbamodel,GCF_001423465.1.RAST.fbamodel,R2A_edition_003,0.66667 (22/33),0.57895 (22/38),21,24,2,0.6285873513015849,0.37838729957046857
5626,GCF_001424325.1.RAST.fbamodel,GCF_920984675.1.RAST.fbamodel,R2A_edition_003,0.72727 (24/33),0.66667 (24/36),19,25,6,0.804202884255286,0.07443877867055304
5627,GCF_001424325.1.RAST.fbamodel,GCF_001424405.1.RAST.fbamodel,R2A_edition_003,0.81818 (27/33),0.64286 (27/42),14,21,3,0.7898759396111527,0.14095111091181423
5628,GCF_001424325.1.RAST.fbamodel,GCF_001424565.1.RAST.fbamodel,R2A_edition_003,0.72727 (24/33),0.66667 (24/36),18,20,2,0.7929288361282011,0.7070836351251338
5629,GCF_001424325.1.RAST.fbamodel,GCF_001422795.1.RAST.fbamodel,R2A_edition_003,0.72727 (24/33),0.61538 (24/39),17,24,4,0.8325341099154949,0.6136727768345606
5630,GCF_001424325.1.RAST.fbamodel,GCF_001423105.1.RAST.fbamodel,R2A_edition_003,0.78788 (26/33),0.76471 (26/34),17,18,2,0.8329847253275203,0.06874849451877968
5631,GCF_001424325.1.RAST.fbamodel,GCF_001423285.1.RAST.fbamodel,R2A_edition_003,0.72727 (24/33),0.58537 (24/41),16,25,3,0.8324359801091331,0.613573425980458
5632,GCF_001424325.1.RAST.fbamodel,GCF_001422365.1.RAST.fbamodel,R2A_edition_003,0.66667 (22/33),0.66667 (22/33),19,25,3,0.6647659871567503,0.3226594690688768
5633,GCF_001424325.1.RAST.fbamodel,GCF_001421825.1.RAST.fbamodel,R2A_edition_003,0.72727 (24/33),0.61538 (24/39),18,21,3,0.8398006109364172,0.8199053006900381
5634,GCF_001424325.1.RAST.fbamodel,GCF_001423215.1.RAST.fbamodel,R2A_edition_003,0.75758 (25/33),0.86207 (25/29),17,21,2,0.8006802631359463,0.19256923579389137
5635,GCF_001424325.1.RAST.fbamodel,GCF_001424225.1.RAST.fbamodel,R2A_edition_003,0.78788 (26/33),0.74286 (26/35),17,26,5,0.7915449923734413,0.5867708790980453
5636,GCF_001424325.1.RAST.fbamodel,GCF_001425385.1.RAST.fbamodel,R2A_edition_003,0.75758 (25/33),0.69444 (25/36),14,24,4,0.8083893655893404,0.05916621153935159
5637,GCF_001424325.1.RAST.fbamodel,GCF_001421685.1.RAST.fbamodel,R2A_edition_003,0.72727 (24/33),0.63158 (24/38),17,23,4,0.8834791821358358,1.0184468541794307
5638,GCF_001424325.1.RAST.fbamodel,GCF_001424645.1.RAST.fbamodel,R2A_edition_003,0.81818 (27/33),0.69231 (27/39),14,28,3,0.7750655354865691,0.6730253609019341
5639,GCF_001424325.1.RAST.fbamodel,GCF_001421275.1.RAST.fbamodel,R2A_edition_003,0.72727 (24/33),0.66667 (24/36),19,22,3,0.7033314657789056,0.6859880527621183
5640,GCF_001424325.1.RAST.fbamodel,GCF_001424545.1.RAST.fbamodel,R2A_edition_003,0.75758 (25/33),0.69444 (25/36),13,17,2,0.7700950326588534,0.10844401047048242
5641,GCF_001424325.1.RAST.fbamodel,GCF_001424065.1.RAST.fbamodel,R2A_edition_003,0.96970 (32/33),0.96970 (32/33),14,15,3,0.7140569919392676,0.0007294814544632909
5642,GCF_001424325.1.RAST.fbamodel,GCF_001421635.1.RAST.fbamodel,R2A_edition_003,0.81818 (27/33),0.72973 (27/37),15,21,5,0.8083893655893344,0.059166211539346744
5643,GCF_001424325.1.RAST.fbamodel,GCF_920984705.1.RAST.fbamodel,R2A_edition_003,0.63636 (21/33),0.61765 (21/34),16,25,5,0.7298690204098384,0.09188460347472048
5644,GCF_001424325.1.RAST.fbamodel,GCF_001426065.1.RAST.fbamodel,R2A_edition_003,0.84848 (28/33),0.73684 (28/38),15,32,7,0.853863561260486,0.13027127946552627
5645,GCF_001424325.1.RAST.fbamodel,GCF_920984685.1.RAST.fbamodel,R2A_edition_003,0.63636 (21/33),0.55263 (21/38),19,24,4,0.6270782074438718,0.1418221318075299
5646,GCF_001424325.1.RAST.fbamodel,GCF_001425525.1.RAST.fbamodel,R2A_edition_003,0.78788 (26/33),0.81250 (26/32),17,19,5,0.7913977349260114,0.022333366935708893
5647,GCF_001424325.1.RAST.fbamodel,GCF_001426145.1.RAST.fbamodel,R2A_edition_003,0.87879 (29/33),0.72500 (29/40),15,24,1,0.8538635612604929,0.13027127946551564
5648,GCF_001424325.1.RAST.fbamodel,GCF_001425575.1.RAST.fbamodel,R2A_edition_003,0.72727 (24/33),0.77419 (24/31),16,17,1,0.8081651989444069,0.5021676560750585
5649,GCF_001424325.1.RAST.fbamodel,GCF_001424005.1.RAST.fbamodel,R2A_edition_003,0.69697 (23/33),0.62162 (23/37),16,23,5,0.8399778535233952,0.8208488057242254
5650,GCF_001424325.1.RAST.fbamodel,GCF_001424285.1.RAST.fbamodel,R2A_edition_003,0.72727 (24/33),0.68571 (24/35),15,16,0,0.7486604002015537,0.13378437487043868
5651,GCF_001424325.1.RAST.fbamodel,GCF_001423645.1.RAST.fbamodel,R2A_edition_003,0.78788 (26/33),0.68421 (26/38),16,23,4,0.8108418330391106,0.5657486359809278
5652,GCF_001424325.1.RAST.fbamodel,GCF_001421865.1.RAST.fbamodel,R2A_edition_003,0.84848 (28/33),0.71795 (28/39),18,25,3,0.8277390534259109,0.7040071936938451
5653,GCF_001424325.1.RAST.fbamodel,GCF_001424525.1.RAST.fbamodel,R2A_edition_003,0.72727 (24/33),0.61538 (24/39),17,22,5,0.8366713953434601,0.5601546022571391
5654,GCF_001424325.1.RAST.fbamodel,GCF_001422865.1.RAST.fbamodel,R2A_edition_003,0.72727 (24/33),0.60000 (24/40),14,19,5,0.7913209148243786,0.12817126476101579
5655,GCF_001424325.1.RAST.fbamodel,GCF_001424425.1.RAST.fbamodel,R2A_edition_003,0.72727 (24/33),0.68571 (24/35),14,19,5,0.7700463737109282,0.11791950876256946
5656,GCF_001424325.1.RAST.fbamodel,GCF_001423825.1.RAST.fbamodel,R2A_edition_003,0.66667 (22/33),0.62857 (22/35),16,22,5,0.8054579807052877,0.7827344986682412
5657,GCF_001424325.1.RAST.fbamodel,GCF_001421435.1.RAST.fbamodel,R2A_edition_003,0.63636 (21/33),0.63636 (21/33),17,20,4,0.7533039646365989,0.04445974538809089
5658,GCF_001424325.1.RAST.fbamodel,GCF_001421965.1.RAST.fbamodel,R2A_edition_003,0.81818 (27/33),0.72973 (27/37),15,16,4,0.7415545375655375,0.056740580165008415
5659,GCF_001424325.1.RAST.fbamodel,GCF_001422075.1.RAST.fbamodel,R2A_edition_003,0.66667 (22/33),0.57895 (22/38),17,22,4,0.7093384550243486,0.6736967515138533
5660,GCF_001424325.1.RAST.fbamodel,GCF_001421715.1.RAST.fbamodel,R2A_edition_003,0.81818 (27/33),0.72973 (27/37),13,17,4,0.7415545281912567,0.05674512664312121
5661,GCF_001424325.1.RAST.fbamodel,GCF_001421155.1.RAST.fbamodel,R2A_edition_003,0.81818 (27/33),0.75000 (27/36),15,20,4,0.7145186972198074,0.057392527660484464
5662,GCF_001424325.1.RAST.fbamodel,GCF_001423785.1.RAST.fbamodel,R2A_edition_003,0.72727 (24/33),0.72727 (24/33),16,26,4,0.775083803512412,0.6857525933701053
5663,GCF_001424325.1.RAST.fbamodel,GCF_001423945.1.RAST.fbamodel,R2A_edition_003,0.69697 (23/33),0.56098 (23/41),15,22,4,0.7951088362638872,0.8872480240444882
5664,GCF_001424325.1.RAST.fbamodel,GCF_001423335.1.RAST.fbamodel,R2A_edition_003,0.81818 (27/33),0.67500 (27/40),14,20,3,0.7869375618054841,0.030974404292316744
5665,GCF_001424325.1.RAST.fbamodel,GCF_001422695.1.RAST.fbamodel,R2A_edition_003,0.72727 (24/33),0.72727 (24/33),19,23,4,0.6525806106376467,0.7071759899859634
5666,GCF_001424325.1.RAST.fbamodel,GCF_001422485.1.RAST.fbamodel,R2A_edition_003,0.69697 (23/33),0.65714 (23/35),20,19,2,0.652854237552537,0.48923460531756185
5667,GCF_001424325.1.RAST.fbamodel,GCF_001421805.1.RAST.fbamodel,R2A_edition_003,0.78788 (26/33),0.65000 (26/40),18,21,3,0.8294841930611824,0.897003932060469
5668,GCF_001424325.1.RAST.fbamodel,GCF_001422125.1.RAST.fbamodel,R2A_edition_003,0.78788 (26/33),0.61905 (26/42),22,24,7,0.689802572142502,0.909277834067023
5669,GCF_001424325.1.RAST.fbamodel,GCF_001424165.1.RAST.fbamodel,R2A_edition_003,0.63636 (21/33),0.67742 (21/31),18,19,3,0.6575590992750106,0.47106270441416387
5670,GCF_001424325.1.RAST.fbamodel,GCF_001423985.1.RAST.fbamodel,R2A_edition_003,0.69697 (23/33),0.67647 (23/34),15,18,3,0.7328869306260888,0.0032592062182457
5671,GCF_001424325.1.RAST.fbamodel,GCF_001421905.1.RAST.fbamodel,R2A_edition_003,0.63636 (21/33),0.63636 (21/33),17,25,5,0.6352116750048595,0.18823766595061786
5672,GCF_001424325.1.RAST.fbamodel,GCF_916862475.1.RAST.fbamodel,R2A_edition_003,0.87879 (29/33),0.76316 (29/38),16,21,2,0.8332518578011363,0.8734023742095643
5673,GCF_001424325.1.RAST.fbamodel,GCF_001423265.1.RAST.fbamodel,R2A_edition_003,0.72727 (24/33),0.61538 (24/39),16,22,5,0.8297280576100505,0.5608410691083193
5674,GCF_001424325.1.RAST.fbamodel,GCF_001422045.1.RAST.fbamodel,R2A_edition_003,0.69697 (23/33),0.58974 (23/39),17,23,5,0.8399808473073704,0.8208231405547981
5675,GCF_001424325.1.RAST.fbamodel,GCF_001422645.1.RAST.fbamodel,R2A_edition_003,0.69697 (23/33),0.62162 (23/37),19,23,3,0.8138934184610885,0.7254392218474996
